,reward,performance,loss,episode,episode_smooth,reward_smooth,performance_smooth,loss_smooth
167,76.0,61.0,1092.281999283778,167.0,117.5,24.44,12.49,3767.700849858929
168,79.0,64.0,0.0,168.0,118.5,25.36,13.36,3767.700849858929
169,36.0,21.0,2928.498660090936,169.0,119.5,25.98,13.93,3796.8958364598384
170,-3.0,-8.0,1949.3514739742538,170.0,120.5,26.67,14.57,3816.039351199581
171,70.0,55.0,3562.018181258577,171.0,121.5,27.54,15.39,3851.6595330121663
172,69.0,54.0,0.0,172.0,122.5,28.45,16.25,3851.639047157206
173,58.0,43.0,4236.308366446876,173.0,123.5,29.14,16.89,3893.9921308216744
174,72.0,57.0,1143.5911064677168,174.0,124.5,30.07,17.77,3905.148041886352
175,64.0,49.0,3366.007291951838,175.0,125.5,30.88,18.53,3919.3246000661275
176,78.0,63.0,0.0,176.0,126.5,32.39,19.99,3918.9622628494953
177,49.0,34.0,7.3368931175097085,177.0,127.5,32.38,19.98,3852.657177240371
178,70.0,55.0,0.0,178.0,128.5,33.21,20.76,3852.657177240371
179,6.0,6.0,2874.390953177661,179.0,129.5,33.52,21.07,3857.151086772147
180,70.0,55.0,1114.4597482744398,180.0,130.5,33.63,21.18,3826.7548902778594
181,55.0,40.0,0.0,181.0,131.5,33.77,21.32,3758.6259843093435
182,76.0,61.0,0.0,182.0,132.5,34.66,22.16,3758.6059843093435
183,78.0,63.0,0.0,183.0,133.5,35.59,22.99,3758.4059843093437
184,75.0,60.0,0.0,184.0,134.5,36.48,23.78,3758.4059843093437
185,75.0,60.0,0.0,185.0,135.5,37.48,24.83,3539.486221063753
186,57.0,42.0,4397.809057190532,186.0,136.5,38.32,25.62,3583.4543116356576
187,69.0,54.0,0.0,187.0,137.5,39.22,26.47,3546.9927517332444
188,73.0,58.0,0.0,188.0,138.5,40.79,27.94,3505.061957756213
189,73.0,58.0,0.0,189.0,139.5,41.69,28.74,3505.061957756213
190,85.0,70.0,0.0,190.0,140.5,42.68,29.68,3505.061957756213
191,77.0,62.0,0.0,191.0,141.5,43.67,30.62,3504.9919577562127
192,75.0,60.0,0.0,192.0,142.5,44.54,31.44,3504.9919577562127
193,81.0,66.0,0.0,193.0,143.5,45.59,32.44,3459.3369385761125
194,73.0,58.0,0.0,194.0,144.5,46.53,33.28,3400.814936792002
195,81.0,66.0,0.0,195.0,145.5,46.8,33.55,3219.4344838970533
196,61.0,46.0,0.0,196.0,146.5,47.61,34.31,3219.4344838970533
197,72.0,57.0,1092.281999283778,197.0,147.5,48.47,35.12,3230.3473038898915
198,77.0,62.0,0.0,198.0,148.5,49.29,35.84,3230.3473038898915
199,78.0,63.0,0.0,199.0,149.5,49.53,36.08,3150.781352779439
200,71.0,56.0,0.0,200.0,150.5,49.96,36.51,2976.439735164467
201,70.0,55.0,0.0,201.0,151.5,50.73,37.23,2976.439735164467
202,79.0,64.0,0.0,202.0,152.5,51.66,38.11,2976.439735164467
203,80.0,65.0,0.0,203.0,153.5,52.65,39.0,2976.439735164467
204,70.0,55.0,1093.7139186918214,204.0,154.5,52.83,39.18,2963.206874351385
205,74.0,59.0,0.0,205.0,155.5,53.9,40.1,2962.896874351385
206,67.0,52.0,0.0,206.0,156.5,54.13,40.33,2918.0264773628687
207,61.0,46.0,1278.2719446863719,207.0,157.5,54.36,40.56,2788.5027471389617
208,76.0,61.0,0.0,208.0,158.5,54.52,40.72,2734.078902355019
209,79.0,64.0,0.0,209.0,159.5,54.74,40.94,2655.9283885661343
210,80.0,65.0,0.0,210.0,160.5,55.63,41.73,2655.9283885661343
211,71.0,56.0,0.0,211.0,161.5,56.02,42.17,2403.983804912955
212,82.0,67.0,0.0,212.0,162.5,57.01,43.06,2403.983804912955
213,77.0,62.0,0.0,213.0,163.5,57.08,43.13,2344.583975337066
214,72.0,57.0,0.0,214.0,164.5,57.9,43.8,2344.483975337066
215,77.0,62.0,0.0,215.0,165.5,58.79,44.59,2334.402948742019
216,68.0,53.0,0.0,216.0,166.5,59.23,45.03,2123.0227084073977
217,80.0,65.0,0.0,217.0,167.5,59.44,45.24,1994.3379406074691
218,70.0,55.0,0.0,218.0,168.5,60.25,45.9,1994.3079406074692
219,55.0,40.0,1481.4000010648344,219.0,169.5,60.38,46.03,1785.853845834338
220,69.0,54.0,0.0,220.0,170.5,60.55,46.2,1703.0042735997301
221,73.0,58.0,6.5033110647587815,221.0,171.5,61.44,46.99,1619.2424104082938
222,77.0,62.0,0.0,222.0,172.5,61.6,47.15,1568.9618081720607
223,75.0,60.0,0.0,223.0,173.5,61.86,47.41,1559.1311577947815
224,78.0,63.0,0.0,224.0,174.5,62.12,47.67,1516.8297139250988
225,71.0,56.0,0.0,225.0,175.5,62.18,47.73,1501.5206516522098
226,65.0,50.0,0.0,226.0,176.5,62.88,48.38,1414.0975252339745
227,76.0,61.0,0.0,227.0,177.5,63.06,48.56,1375.2556165485678
228,76.0,61.0,0.0,228.0,178.5,63.5,49.0,1274.0625438797622
229,76.0,61.0,0.0,229.0,179.5,63.58,49.08,1255.7626885362713
230,84.0,69.0,0.0,230.0,180.5,63.63,49.13,1255.6949877442937
231,75.0,60.0,0.0,231.0,181.5,64.43,49.88,1233.7030085784795
232,80.0,65.0,0.0,232.0,182.5,64.58,50.03,1191.9121090780707
233,74.0,59.0,0.0,233.0,183.5,64.85,50.3,1126.7391504384925
234,79.0,64.0,0.0,234.0,184.5,65.01,50.46,1126.6714496465147
235,61.0,46.0,1008.1026595046987,235.0,185.5,65.13,50.58,1120.7782283987963
236,78.0,63.0,0.0,236.0,186.5,66.16,51.56,955.6540538488641
237,81.0,66.0,0.0,237.0,187.5,66.74,52.14,856.7175987180887
238,83.0,68.0,0.0,238.0,188.5,66.77,52.17,856.7175987180887
239,79.0,64.0,0.0,239.0,189.5,66.73,52.13,856.7175987180887
240,80.0,65.0,0.0,240.0,190.5,67.65,52.95,824.5276080750482
241,71.0,56.0,0.0,241.0,191.5,67.91,53.21,742.8235830945382
242,77.0,62.0,0.0,242.0,192.5,68.23,53.53,676.8708882548499
243,80.0,65.0,0.0,243.0,193.5,68.26,53.56,655.0252482691743
244,75.0,60.0,0.0,244.0,194.5,68.26,53.56,655.0252482691743
245,83.0,68.0,0.0,245.0,195.5,68.46,53.76,634.7981619684327
246,74.0,59.0,0.0,246.0,196.5,68.74,54.04,580.8557691676612
247,78.0,63.0,0.0,247.0,197.5,69.06,54.36,580.8557691676612
248,65.0,50.0,0.0,248.0,198.5,69.13,54.43,545.5841575230396
249,71.0,56.0,0.0,249.0,199.5,69.37,54.67,462.85710088523405
250,80.0,65.0,0.0,250.0,200.5,69.59,54.89,462.85710088523405
251,83.0,68.0,0.0,251.0,201.5,69.63,54.93,462.85710088523405
252,83.0,68.0,0.0,252.0,202.5,69.66,54.96,462.85710088523405
253,70.0,55.0,0.0,253.0,203.5,69.78,55.08,419.89956518250256
254,68.0,53.0,0.0,254.0,204.5,69.86,55.16,419.89956518250256
255,70.0,55.0,0.0,255.0,205.5,70.01,55.31,419.89956518250256
256,79.0,64.0,0.0,256.0,206.5,70.06,55.36,419.89956518250256
257,83.0,68.0,0.0,257.0,207.5,70.2,55.5,419.89956518250256
258,79.0,64.0,0.0,258.0,208.5,70.43,55.73,357.08138787779075
259,1.0,-9.0,17.0,259.0,209.5,69.78,55.13,357.25138787779076
260,78.0,63.0,0.0,260.0,210.5,69.99,55.34,346.10679039504635
261,77.0,62.0,0.0,261.0,211.5,70.07,55.42,346.10679039504635
262,21.0,21.0,0.0,262.0,212.5,69.55,55.05,346.10679039504635
263,83.0,68.0,0.0,263.0,213.5,69.82,55.32,346.10679039504635
264,69.0,54.0,0.0,264.0,214.5,70.58,56.03,326.4932756553038
265,73.0,58.0,0.0,265.0,215.5,70.61,56.06,326.4932756553038
266,80.0,65.0,0.0,266.0,216.5,70.85,56.3,326.4932756553038
267,86.0,71.0,0.0,267.0,217.5,70.95,56.4,315.57045566246603
268,78.0,63.0,0.0,268.0,218.5,70.94,56.39,315.57045566246603
269,82.0,67.0,0.0,269.0,219.5,71.4,56.85,286.2854690615567
270,74.0,59.0,0.0,270.0,220.5,72.17,57.52,266.79195432181416
271,78.0,63.0,0.0,271.0,221.5,72.25,57.6,231.1717725092284
272,76.0,61.0,0.0,272.0,222.5,72.32,57.67,231.1717725092284
273,69.0,54.0,0.0,273.0,223.5,72.43,57.78,188.8086888447596
274,84.0,69.0,0.0,274.0,224.5,72.55,57.9,177.37277778008243
275,74.0,59.0,1092.281999283778,275.0,225.5,72.65,58.0,154.63552485340185
276,84.0,69.0,0.0,276.0,226.5,72.71,58.06,154.63552485340185
277,83.0,68.0,0.0,277.0,227.5,73.05,58.4,154.56215592222674
278,80.0,65.0,0.0,278.0,228.5,73.15,58.5,154.56215592222674
279,75.0,60.0,0.0,279.0,229.5,73.84,59.04,125.81824639045016
280,76.0,61.0,0.0,280.0,230.5,73.9,59.1,114.67364890770575
281,83.0,68.0,0.0,281.0,231.5,74.18,59.38,114.67364890770575
282,80.0,65.0,0.0,282.0,232.5,74.22,59.42,114.67364890770575
283,86.0,71.0,0.0,283.0,233.5,74.3,59.5,114.67364890770575
284,81.0,66.0,0.0,284.0,234.5,74.36,59.56,114.67364890770575
285,79.0,64.0,0.0,285.0,235.5,74.4,59.6,114.67364890770575
286,81.0,66.0,0.0,286.0,236.5,74.64,59.84,70.69555833580041
287,79.0,64.0,0.0,287.0,237.5,74.74,59.94,70.69555833580041
288,75.0,60.0,0.0,288.0,238.5,74.76,59.96,70.69555833580041
289,66.0,51.0,0.0,289.0,239.5,74.69,59.89,70.69555833580041
290,79.0,64.0,0.0,290.0,240.5,74.63,59.83,70.69555833580041
291,82.0,67.0,0.0,291.0,241.5,74.68,59.88,70.69555833580041
292,82.0,67.0,0.0,292.0,242.5,74.75,59.95,70.69555833580041
293,80.0,65.0,0.0,293.0,243.5,74.74,59.94,70.69555833580041
294,80.0,65.0,0.0,294.0,244.5,74.81,60.01,70.69555833580041
295,83.0,68.0,0.0,295.0,245.5,74.83,60.03,70.69555833580041
296,83.0,68.0,0.0,296.0,246.5,75.05,60.25,70.69555833580041
297,77.0,62.0,0.0,297.0,247.5,75.1,60.3,59.77273834296264
298,77.0,62.0,0.0,298.0,248.5,75.1,60.3,59.77273834296264
299,74.0,59.0,0.0,299.0,249.5,75.06,60.26,59.77273834296264
300,84.0,69.0,0.0,300.0,250.5,75.19,60.39,59.77273834296264
301,83.0,68.0,0.0,301.0,251.5,75.32,60.52,59.77273834296264
302,86.0,71.0,0.0,302.0,252.5,75.39,60.59,59.77273834296264
303,78.0,63.0,0.0,303.0,253.5,75.37,60.57,59.77273834296264
304,80.0,65.0,0.0,304.0,254.5,75.47,60.67,48.83559915604442
305,82.0,67.0,0.0,305.0,255.5,75.55,60.75,48.83559915604442
306,82.0,67.0,0.0,306.0,256.5,75.7,60.9,48.83559915604442
307,82.0,67.0,0.0,307.0,257.5,75.91,61.11,36.0528797091807
308,82.0,67.0,0.0,308.0,258.5,75.97,61.17,36.0528797091807
309,81.0,66.0,0.0,309.0,259.5,75.99,61.19,36.0528797091807
310,82.0,67.0,0.0,310.0,260.5,76.01,61.21,36.0528797091807
311,24.0,14.0,0.0,311.0,261.5,75.54,60.79,36.0528797091807
312,83.0,68.0,0.0,312.0,262.5,75.55,60.8,36.0528797091807
313,80.0,65.0,0.0,313.0,263.5,75.58,60.83,36.0528797091807
314,85.0,70.0,0.0,314.0,264.5,75.71,60.96,36.0528797091807
315,86.0,71.0,0.0,315.0,265.5,75.8,61.05,36.0528797091807
316,84.0,69.0,0.0,316.0,266.5,75.96,61.21,36.0528797091807
317,80.0,65.0,0.0,317.0,267.5,75.96,61.21,36.0528797091807
318,80.0,65.0,0.0,318.0,268.5,76.06,61.31,36.0528797091807
319,82.0,67.0,0.0,319.0,269.5,76.33,61.58,21.238879698532354
320,84.0,69.0,0.0,320.0,270.5,76.48,61.73,21.238879698532354
321,82.0,67.0,0.0,321.0,271.5,76.57,61.82,21.173846587884768
322,77.0,62.0,0.0,322.0,272.5,76.57,61.82,21.173846587884768
323,84.0,69.0,0.0,323.0,273.5,76.66,61.91,21.173846587884768
324,78.0,63.0,0.0,324.0,274.5,76.66,61.91,21.173846587884768
325,86.0,71.0,0.0,325.0,275.5,76.81,62.06,21.173846587884768
326,86.0,71.0,0.0,326.0,276.5,77.02,62.27,21.173846587884768
327,84.0,69.0,0.0,327.0,277.5,77.1,62.35,21.173846587884768
328,86.0,71.0,0.0,328.0,278.5,77.2,62.45,21.173846587884768
329,85.0,70.0,0.0,329.0,279.5,77.29,62.54,21.173846587884768
330,82.0,67.0,0.0,330.0,280.5,77.27,62.52,21.173846587884768
331,78.0,63.0,0.0,331.0,281.5,77.3,62.55,21.173846587884768
332,82.0,67.0,0.0,332.0,282.5,77.32,62.57,21.173846587884768
333,85.0,70.0,0.0,333.0,283.5,77.43,62.68,21.173846587884768
334,86.0,71.0,0.0,334.0,284.5,77.5,62.75,21.173846587884768
335,82.0,67.0,0.0,335.0,285.5,77.71,62.96,11.09281999283778
336,84.0,69.0,0.0,336.0,286.5,77.77,63.02,11.09281999283778
337,86.0,71.0,0.0,337.0,287.5,77.82,63.07,11.09281999283778
338,85.0,70.0,0.0,338.0,288.5,77.84,63.09,11.09281999283778
339,86.0,71.0,0.0,339.0,289.5,77.91,63.16,11.09281999283778
340,85.0,70.0,0.0,340.0,290.5,77.96,63.21,11.09281999283778
341,79.0,64.0,0.0,341.0,291.5,78.04,63.29,11.09281999283778
342,86.0,71.0,0.0,342.0,292.5,78.13,63.38,11.09281999283778
343,78.0,63.0,0.0,343.0,293.5,78.11,63.36,11.09281999283778
344,81.0,66.0,0.0,344.0,294.5,78.17,63.42,11.09281999283778
345,84.0,69.0,0.0,345.0,295.5,78.18,63.43,11.09281999283778
346,81.0,66.0,0.0,346.0,296.5,78.25,63.5,11.09281999283778
347,80.0,65.0,0.0,347.0,297.5,78.27,63.52,11.09281999283778
348,85.0,70.0,0.0,348.0,298.5,78.47,63.72,11.09281999283778
349,82.0,67.0,0.0,349.0,299.5,78.58,63.83,11.09281999283778
350,86.0,71.0,0.0,350.0,300.5,78.64,63.89,11.09281999283778
351,80.0,65.0,0.0,351.0,301.5,78.61,63.86,11.09281999283778
352,85.0,70.0,0.0,352.0,302.5,78.63,63.88,11.09281999283778
353,84.0,69.0,0.0,353.0,303.5,78.77,64.02,11.09281999283778
354,86.0,71.0,0.0,354.0,304.5,78.95,64.2,11.09281999283778
355,80.0,65.0,0.0,355.0,305.5,79.05,64.3,11.09281999283778
356,86.0,71.0,0.0,356.0,306.5,79.12,64.37,11.09281999283778
357,86.0,71.0,0.0,357.0,307.5,79.15,64.4,11.09281999283778
358,86.0,71.0,0.0,358.0,308.5,79.22,64.47,11.09281999283778
359,84.0,69.0,0.0,359.0,309.5,80.05,65.25,10.92281999283778
360,85.0,70.0,0.0,360.0,310.5,80.12,65.32,10.92281999283778
361,80.0,65.0,0.0,361.0,311.5,80.15,65.35,10.92281999283778
362,83.0,68.0,0.0,362.0,312.5,80.77,65.82,10.92281999283778
363,86.0,71.0,0.0,363.0,313.5,80.8,65.85,10.92281999283778
364,80.0,65.0,0.0,364.0,314.5,80.91,65.96,10.92281999283778
365,85.0,70.0,0.0,365.0,315.5,81.03,66.08,10.92281999283778
366,84.0,69.0,0.0,366.0,316.5,81.07,66.12,10.92281999283778
367,85.0,70.0,0.0,367.0,317.5,81.06,66.11,10.92281999283778
368,86.0,71.0,0.0,368.0,318.5,81.14,66.19,10.92281999283778
369,86.0,71.0,0.0,369.0,319.5,81.18,66.23,10.92281999283778
370,81.0,66.0,0.0,370.0,320.5,81.25,66.3,10.92281999283778
371,86.0,71.0,0.0,371.0,321.5,81.33,66.38,10.92281999283778
372,86.0,71.0,0.0,372.0,322.5,81.43,66.48,10.92281999283778
373,86.0,71.0,0.0,373.0,323.5,81.6,66.65,10.92281999283778
374,86.0,71.0,0.0,374.0,324.5,81.62,66.67,10.92281999283778
375,86.0,71.0,0.0,375.0,325.5,81.74,66.79,0.0
376,83.0,68.0,0.0,376.0,326.5,81.73,66.78,0.0
377,85.0,70.0,0.0,377.0,327.5,81.75,66.8,0.0
378,84.0,69.0,0.0,378.0,328.5,81.79,66.84,0.0
379,86.0,71.0,0.0,379.0,329.5,81.9,66.95,0.0
380,86.0,71.0,0.0,380.0,330.5,82.0,67.05,0.0
381,82.0,67.0,0.0,381.0,331.5,81.99,67.04,0.0
382,86.0,71.0,0.0,382.0,332.5,82.05,67.1,0.0
383,86.0,71.0,0.0,383.0,333.5,82.05,67.1,0.0
384,86.0,71.0,0.0,384.0,334.5,82.1,67.15,0.0
385,86.0,71.0,0.0,385.0,335.5,82.17,67.22,0.0
