,reward,performance,loss,episode,reward_smooth,performance_smooth
1632,-35.0,-40.0,0.0,1632.0,-7.26,-16.21
1633,-37.0,-52.0,0.0,1633.0,-7.24,-16.29
1634,-22.0,-32.0,0.0,1634.0,-7.14,-16.14
1635,-32.0,-37.0,0.0,1635.0,-7.15,-16.15
1636,-83.0,-88.0,0.0,1636.0,-8.38,-17.28
1637,-37.0,-47.0,0.0,1637.0,-9.24,-18.09
1638,-32.0,-42.0,3646.1559902413364,1638.0,-9.73,-18.58
1639,45.0,30.0,4565.50191801,1639.0,-9.86,-18.76
1640,-35.0,-40.0,0.0,1640.0,-10.45,-19.25
1641,-37.0,-47.0,0.0,1641.0,-10.47,-19.32
1642,-22.0,-32.0,22.0,1642.0,-10.84,-19.69
1643,-29.0,-34.0,0.0,1643.0,-10.28,-19.13
1644,43.0,33.0,0.0,1644.0,-10.23,-19.03
1645,-38.0,-48.0,6509.878655670819,1645.0,-9.74,-18.59
1646,-32.0,-37.0,0.0,1646.0,-10.6,-19.4
1647,-20.0,-25.0,0.0,1647.0,-10.96,-19.71
1648,-37.0,-47.0,0.0,1648.0,-10.98,-19.78
1649,-15.0,-25.0,2353.2201,1649.0,-11.75,-20.55
1650,-26.0,-36.0,0.0,1650.0,-11.82,-20.62
1651,-30.0,-40.0,0.0,1651.0,-11.74,-20.54
1652,-19.0,-29.0,0.0,1652.0,-12.1,-20.95
1653,65.0,55.0,0.0,1653.0,-11.28,-20.18
1654,43.0,33.0,0.0,1654.0,-11.01,-19.91
1655,-36.0,-41.0,0.0,1655.0,-11.56,-20.41
1656,58.0,43.0,0.0,1656.0,-10.65,-19.6
1657,47.0,32.0,0.0,1657.0,-9.79,-18.84
1658,55.0,45.0,0.0,1658.0,-9.02,-18.12
1659,40.0,25.0,0.0,1659.0,-8.45,-17.6
1660,52.0,42.0,0.0,1660.0,-8.38,-17.53
1661,42.0,32.0,0.0,1661.0,-7.56,-16.71
1662,-25.0,-35.0,0.0,1662.0,-7.48,-16.63
1663,-30.0,-40.0,0.0,1663.0,-7.43,-16.63
1664,34.0,24.0,0.0,1664.0,-7.64,-16.84
1665,37.0,22.0,0.0,1665.0,-7.49,-16.74
1666,-30.0,-40.0,0.0,1666.0,-7.52,-16.72
1667,-16.0,-26.0,0.0,1667.0,-7.44,-16.59
1668,71.0,61.0,0.0,1668.0,-7.33,-16.48
1669,38.0,33.0,7059.6603,1669.0,-7.3,-16.4
1670,44.0,34.0,0.0,1670.0,-6.68,-15.78
1671,-34.0,-44.0,0.0,1671.0,-7.62,-16.72
1672,44.0,34.0,0.0,1672.0,-6.9,-15.95
1673,57.0,42.0,0.0,1673.0,-6.08,-15.18
1674,-81.0,-86.0,0.0,1674.0,-6.62,-15.72
1675,57.0,42.0,0.0,1675.0,-5.69,-14.84
1676,71.0,61.0,0.0,1676.0,-4.6,-13.75
1677,-81.0,-86.0,0.0,1677.0,-5.23,-14.33
1678,22.0,12.0,0.0,1678.0,-4.17,-13.37
1679,-31.0,-36.0,0.0,1679.0,-4.22,-13.37
1680,30.0,20.0,0.0,1680.0,-4.16,-13.31
1681,-37.0,-52.0,0.0,1681.0,-4.2,-13.45
1682,24.0,14.0,0.0,1682.0,-3.2,-12.5
1683,12.0,7.0,0.0,1683.0,-3.38,-12.63
1684,21.0,6.0,0.0,1684.0,-2.96,-12.26
1685,-30.0,-40.0,0.0,1685.0,-2.44,-11.84
1686,28.0,18.0,0.0,1686.0,-1.83,-11.23
1687,-79.0,-84.0,0.0,1687.0,-2.28,-11.63
1688,41.0,31.0,0.0,1688.0,-2.23,-11.58
1689,-23.0,-33.0,0.0,1689.0,-2.14,-11.49
1690,-39.0,-49.0,0.0,1690.0,-1.65,-11.05
1691,-29.0,-34.0,0.0,1691.0,-1.63,-11.03
1692,-28.0,-38.0,0.0,1692.0,-2.2,-11.6
1693,-31.0,-36.0,0.0,1693.0,-2.72,-12.02
1694,27.0,17.0,0.0,1694.0,-2.82,-12.12
1695,68.0,53.0,0.0,1695.0,-1.86,-11.26
1696,62.0,52.0,0.0,1696.0,-0.86,-10.31
1697,-29.0,-39.0,0.0,1697.0,-0.87,-10.27
1698,76.0,66.0,0.0,1698.0,0.21,-9.19
1699,23.0,8.0,6636.845454029999,1699.0,0.75,-8.75
1700,-35.0,-40.0,0.0,1700.0,0.66,-8.84
1701,-82.0,-82.0,0.0,1701.0,-0.4,-9.8
1702,61.0,51.0,0.0,1702.0,0.53,-8.92
1703,24.0,14.0,0.0,1703.0,1.65,-7.9
1704,47.0,37.0,0.0,1704.0,2.49,-7.11
1705,-36.0,-51.0,0.0,1705.0,1.87,-7.78
1706,53.0,43.0,0.0,1706.0,2.66,-6.99
1707,27.0,12.0,0.0,1707.0,2.77,-6.93
1708,-19.0,-29.0,0.0,1708.0,2.94,-6.76
1709,50.0,40.0,1704.0831693414837,1709.0,2.68,-7.02
1710,16.0,11.0,2212.28181801,1710.0,3.03,-6.62
1711,47.0,37.0,0.0,1711.0,3.86,-5.79
1712,40.0,30.0,1823.0779951206682,1712.0,3.83,-5.82
1713,-21.0,-31.0,0.0,1713.0,2.98,-6.67
1714,-32.0,-42.0,0.0,1714.0,2.96,-6.74
1715,59.0,49.0,0.0,1715.0,3.21,-6.44
1716,-30.0,-40.0,0.0,1716.0,2.38,-7.27
1717,-29.0,-39.0,0.0,1717.0,2.92,-6.73
1718,36.0,21.0,0.0,1718.0,2.77,-6.88
1719,-39.0,-44.0,0.0,1719.0,1.79,-7.81
1720,71.0,61.0,0.0,1720.0,2.31,-7.24
1721,63.0,48.0,0.0,1721.0,3.22,-6.38
1722,-37.0,-42.0,0.0,1722.0,3.21,-6.29
1723,-33.0,-38.0,0.0,1723.0,2.64,-6.76
1724,36.0,26.0,0.0,1724.0,3.24,-6.26
1725,49.0,39.0,0.0,1725.0,3.07,-6.43
1726,-25.0,-35.0,0.0,1726.0,3.14,-6.36
1727,14.0,4.0,0.0,1727.0,3.61,-5.84
1728,-20.0,-30.0,0.0,1728.0,4.3,-5.25
1729,-26.0,-36.0,0.0,1729.0,4.31,-5.29
1730,-37.0,-47.0,0.0,1730.0,3.14,-6.46
1731,45.0,35.0,0.0,1731.0,3.07,-6.58
1732,14.0,-1.0,0.0,1732.0,3.56,-6.19
1733,-14.0,-24.0,0.0,1733.0,3.79,-5.91
1734,-32.0,-42.0,0.0,1734.0,3.69,-6.01
1735,45.0,40.0,0.0,1735.0,4.46,-5.24
1736,44.0,34.0,0.0,1736.0,5.73,-4.02
1737,-31.0,-36.0,0.0,1737.0,5.79,-3.91
1738,-36.0,-46.0,0.0,1738.0,5.75,-3.95
1739,41.0,26.0,0.0,1739.0,5.71,-3.99
1740,46.0,31.0,0.0,1740.0,6.52,-3.28
1741,15.0,5.0,0.0,1741.0,7.04,-2.76
1742,74.0,64.0,0.0,1742.0,8.0,-1.8
1743,-37.0,-47.0,0.0,1743.0,7.92,-1.93
1744,-37.0,-42.0,0.0,1744.0,7.12,-2.68
1745,-35.0,-40.0,0.0,1745.0,7.15,-2.6
1746,32.0,22.0,0.0,1746.0,7.79,-2.01
1747,29.0,19.0,0.0,1747.0,8.28,-1.57
1748,43.0,33.0,0.0,1748.0,9.08,-0.77
1749,-39.0,-44.0,0.0,1749.0,8.84,-0.96
1750,17.0,2.0,0.0,1750.0,9.27,-0.58
1751,67.0,57.0,0.0,1751.0,10.24,0.39
1752,-23.0,-33.0,0.0,1752.0,10.2,0.35
1753,49.0,39.0,0.0,1753.0,10.04,0.19
1754,30.0,15.0,0.0,1754.0,9.91,0.01
1755,-31.0,-41.0,0.0,1755.0,9.96,0.01
1756,43.0,28.0,0.0,1756.0,9.81,-0.14
1757,-32.0,-42.0,0.0,1757.0,9.02,-0.88
1758,57.0,47.0,0.0,1758.0,9.04,-0.86
1759,60.0,50.0,0.0,1759.0,9.24,-0.61
1760,56.0,46.0,0.0,1760.0,9.28,-0.57
1761,32.0,22.0,1590.2338953320677,1761.0,9.18,-0.67
1762,35.0,25.0,0.0,1762.0,9.78,-0.07
1763,45.0,30.0,12738.276325707455,1763.0,10.53,0.63
1764,50.0,40.0,0.0,1764.0,10.69,0.79
1765,31.0,16.0,0.0,1765.0,10.63,0.73
1766,-44.0,-54.0,0.0,1766.0,10.49,0.59
1767,39.0,29.0,0.0,1767.0,11.04,1.14
1768,32.0,17.0,0.0,1768.0,10.65,0.7
1769,17.0,12.0,0.0,1769.0,10.44,0.49
1770,44.0,34.0,0.0,1770.0,10.44,0.49
1771,55.0,45.0,0.0,1771.0,11.33,1.38
1772,-34.0,-39.0,0.0,1772.0,10.55,0.65
1773,39.0,29.0,0.0,1773.0,10.37,0.52
1774,56.0,36.0,2354.2201,1774.0,11.74,1.74
1775,-36.0,-46.0,0.0,1775.0,10.81,0.86
1776,-39.0,-54.0,29.0,1776.0,9.71,-0.29
1777,-32.0,-37.0,0.0,1777.0,10.2,0.2
1778,40.0,25.0,0.0,1778.0,10.38,0.33
1779,23.0,13.0,0.0,1779.0,10.92,0.82
1780,-87.0,-92.0,0.0,1780.0,9.75,-0.3
1781,-35.0,-45.0,0.0,1781.0,9.77,-0.23
1782,64.0,54.0,0.0,1782.0,10.17,0.17
1783,-35.0,-40.0,0.0,1783.0,9.7,-0.3
1784,-38.0,-43.0,0.0,1784.0,9.11,-0.79
1785,41.0,31.0,0.0,1785.0,9.82,-0.08
1786,80.0,70.0,0.0,1786.0,10.34,0.44
1787,-29.0,-34.0,3585.8799614153586,1787.0,10.84,0.94
1788,39.0,29.0,0.0,1788.0,10.82,0.92
1789,-16.0,-26.0,0.0,1789.0,10.89,0.99
1790,-27.0,-27.0,0.0,1790.0,11.01,1.21
1791,-33.0,-38.0,0.0,1791.0,10.97,1.17
1792,39.0,24.0,0.0,1792.0,11.64,1.79
1793,42.0,32.0,0.0,1793.0,12.37,2.47
1794,-26.0,-31.0,0.0,1794.0,11.84,1.99
1795,-37.0,-42.0,0.0,1795.0,10.79,1.04
1796,38.0,28.0,0.0,1796.0,10.55,0.8
1797,32.0,17.0,0.0,1797.0,11.16,1.36
1798,62.0,47.0,0.0,1798.0,11.02,1.17
1799,38.0,28.0,0.0,1799.0,11.17,1.37
1800,56.0,41.0,0.0,1800.0,12.08,2.18
1801,70.0,60.0,0.0,1801.0,13.6,3.6
1802,-33.0,-43.0,0.0,1802.0,12.66,2.66
1803,-31.0,-36.0,0.0,1803.0,12.11,2.16
1804,18.0,-2.0,4424.56363602,1804.0,11.82,1.77
1805,55.0,45.0,0.0,1805.0,12.73,2.73
1806,-33.0,-48.0,24.0,1806.0,11.87,1.82
1807,-32.0,-42.0,0.0,1807.0,11.28,1.28
1808,-86.0,-91.0,0.0,1808.0,10.61,0.66
1809,33.0,23.0,0.0,1809.0,10.44,0.49
1810,-12.0,-22.0,0.0,1810.0,10.16,0.16
1811,44.0,29.0,4154.079397703202,1811.0,10.13,0.08
1812,-31.0,-41.0,0.0,1812.0,9.42,-0.63
1813,-83.0,-88.0,0.0,1813.0,8.8,-1.2
1814,26.0,11.0,0.0,1814.0,9.38,-0.67
1815,58.0,48.0,0.0,1815.0,9.37,-0.68
1816,-31.0,-36.0,0.0,1816.0,9.36,-0.64
1817,23.0,13.0,0.0,1817.0,9.88,-0.12
1818,-32.0,-42.0,0.0,1818.0,9.2,-0.75
1819,-39.0,-44.0,0.0,1819.0,9.2,-0.75
1820,-29.0,-34.0,1183.869981146034,1820.0,8.2,-1.7
1821,-29.0,-34.0,0.0,1821.0,7.28,-2.52
1822,-35.0,-40.0,0.0,1822.0,7.3,-2.5
1823,-29.0,-39.0,0.0,1823.0,7.34,-2.51
1824,-35.0,-40.0,0.0,1824.0,6.63,-3.17
1825,-23.0,-33.0,0.0,1825.0,5.91,-3.89
1826,31.0,21.0,0.0,1826.0,6.47,-3.33
1827,-37.0,-42.0,0.0,1827.0,5.96,-3.79
1828,31.0,21.0,0.0,1828.0,6.47,-3.28
1829,-34.0,-44.0,0.0,1829.0,6.39,-3.36
1830,60.0,45.0,0.0,1830.0,7.36,-2.44
1831,-21.0,-31.0,0.0,1831.0,6.7,-3.1
1832,-34.0,-44.0,0.0,1832.0,6.22,-3.53
1833,-30.0,-40.0,0.0,1833.0,6.06,-3.69
1834,57.0,47.0,0.0,1834.0,6.95,-2.8
1835,33.0,23.0,0.0,1835.0,6.83,-2.97
1836,-37.0,-47.0,0.0,1836.0,6.02,-3.78
1837,-27.0,-32.0,0.0,1837.0,6.06,-3.74
1838,-32.0,-42.0,0.0,1838.0,6.1,-3.7
1839,55.0,45.0,0.0,1839.0,6.24,-3.51
1840,60.0,45.0,0.0,1840.0,6.38,-3.37
1841,28.0,13.0,0.0,1841.0,6.51,-3.29
1842,40.0,25.0,0.0,1842.0,6.17,-3.68
1843,-29.0,-44.0,0.0,1843.0,6.25,-3.65
1844,-39.0,-44.0,0.0,1844.0,6.23,-3.67
1845,37.0,22.0,0.0,1845.0,6.95,-3.05
1846,23.0,13.0,0.0,1846.0,6.86,-3.14
1847,62.0,47.0,0.0,1847.0,7.19,-2.86
1848,31.0,21.0,0.0,1848.0,7.07,-2.98
1849,40.0,25.0,0.0,1849.0,7.86,-2.29
1850,33.0,23.0,0.0,1850.0,8.02,-2.08
1851,-27.0,-42.0,0.0,1851.0,7.08,-3.07
1852,-35.0,-40.0,0.0,1852.0,6.96,-3.14
1853,-32.0,-47.0,0.0,1853.0,6.15,-4.0
1854,15.0,0.0,0.0,1854.0,6.0,-4.15
1855,56.0,46.0,0.0,1855.0,6.87,-3.28
1856,56.0,46.0,0.0,1856.0,7.0,-3.1
1857,18.0,8.0,0.0,1857.0,7.5,-2.6
1858,-31.0,-31.0,9143.270913701173,1858.0,6.62,-3.38
1859,-27.0,-27.0,1230.8145934613838,1859.0,5.75,-4.15
1860,39.0,29.0,0.0,1860.0,5.58,-4.32
1861,49.0,39.0,0.0,1861.0,5.75,-4.15
1862,36.0,26.0,0.0,1862.0,5.76,-4.14
1863,-29.0,-34.0,0.0,1863.0,5.02,-4.78
1864,44.0,34.0,0.0,1864.0,4.96,-4.84
1865,-37.0,-42.0,0.0,1865.0,4.28,-5.42
1866,43.0,33.0,0.0,1866.0,5.15,-4.55
1867,-33.0,-38.0,0.0,1867.0,4.43,-5.22
1868,-38.0,-43.0,0.0,1868.0,3.73,-5.82
1869,-35.0,-40.0,0.0,1869.0,3.21,-6.34
1870,-37.0,-52.0,0.0,1870.0,2.4,-7.2
1871,24.0,14.0,0.0,1871.0,2.09,-7.51
1872,43.0,28.0,0.0,1872.0,2.86,-6.84
1873,20.0,10.0,0.0,1873.0,2.67,-7.03
1874,24.0,9.0,0.0,1874.0,2.35,-7.3
1875,51.0,41.0,0.0,1875.0,3.22,-6.43
1876,54.0,39.0,0.0,1876.0,4.15,-5.5
1877,34.0,24.0,0.0,1877.0,4.81,-4.89
1878,-24.0,-34.0,7665.132417043429,1878.0,4.17,-5.48
1879,32.0,22.0,0.0,1879.0,4.26,-5.39
1880,-30.0,-40.0,17059.177495475866,1880.0,4.83,-4.87
1881,43.0,28.0,0.0,1881.0,5.61,-4.14
1882,-37.0,-47.0,0.0,1882.0,4.6,-5.15
1883,-37.0,-47.0,0.0,1883.0,4.58,-5.22
1884,-35.0,-40.0,0.0,1884.0,4.61,-5.19
1885,70.0,60.0,0.0,1885.0,4.9,-4.9
1886,-24.0,-24.0,6178.685551131741,1886.0,3.86,-5.84
1887,-35.0,-45.0,0.0,1887.0,3.8,-5.95
1888,-33.0,-48.0,4072.3756810042537,1888.0,3.08,-6.72
1889,-17.0,-27.0,0.0,1889.0,3.07,-6.73
1890,-39.0,-49.0,0.0,1890.0,2.95,-6.95
1891,65.0,55.0,0.0,1891.0,3.93,-6.02
1892,-30.0,-40.0,0.0,1892.0,3.24,-6.66
1893,46.0,36.0,0.0,1893.0,3.28,-6.62
1894,67.0,57.0,0.0,1894.0,4.21,-5.74
1895,44.0,29.0,0.0,1895.0,5.02,-5.03
1896,59.0,49.0,0.0,1896.0,5.23,-4.82
1897,52.0,37.0,0.0,1897.0,5.43,-4.62
1898,71.0,61.0,0.0,1898.0,5.52,-4.48
1899,-40.0,-50.0,0.0,1899.0,4.74,-5.26
1900,-38.0,-43.0,0.0,1900.0,3.8,-6.1
1901,-33.0,-38.0,0.0,1901.0,2.77,-7.08
1902,25.0,20.0,0.0,1902.0,3.35,-6.45
1903,71.0,61.0,0.0,1903.0,4.37,-5.48
1904,-30.0,-35.0,0.0,1904.0,3.89,-5.81
1905,63.0,53.0,0.0,1905.0,3.97,-5.73
1906,54.0,44.0,0.0,1906.0,4.84,-4.81
1907,-35.0,-40.0,0.0,1907.0,4.81,-4.79
1908,-38.0,-43.0,0.0,1908.0,5.29,-4.31
1909,22.0,12.0,0.0,1909.0,5.18,-4.42
1910,38.0,28.0,0.0,1910.0,5.68,-3.92
1911,59.0,49.0,0.0,1911.0,5.83,-3.72
1912,55.0,40.0,0.0,1912.0,6.69,-2.91
1913,40.0,25.0,0.0,1913.0,7.92,-1.78
1914,84.0,74.0,0.0,1914.0,8.5,-1.15
1915,-38.0,-43.0,0.0,1915.0,7.54,-2.06
1916,59.0,49.0,0.0,1916.0,8.44,-1.21
1917,66.0,56.0,0.0,1917.0,8.87,-0.78
1918,81.0,71.0,0.0,1918.0,10.0,0.35
1919,27.0,17.0,0.0,1919.0,10.66,0.96
1920,76.0,66.0,0.0,1920.0,11.71,1.96
1921,48.0,38.0,0.0,1921.0,12.48,2.68
1922,-34.0,-44.0,0.0,1922.0,12.49,2.64
1923,-26.0,-31.0,0.0,1923.0,12.52,2.72
1924,59.0,49.0,0.0,1924.0,13.46,3.61
1925,28.0,13.0,0.0,1925.0,13.97,4.07
1926,32.0,22.0,0.0,1926.0,13.98,4.08
1927,35.0,20.0,0.0,1927.0,14.7,4.7
1928,48.0,38.0,0.0,1928.0,14.87,4.87
1929,41.0,31.0,0.0,1929.0,15.62,5.62
1930,37.0,27.0,0.0,1930.0,15.39,5.44
1931,-34.0,-44.0,0.0,1931.0,15.26,5.31
1932,55.0,45.0,0.0,1932.0,16.15,6.2
1933,-17.0,-27.0,6588.634129347103,1933.0,16.28,6.33
1934,-36.0,-46.0,0.0,1934.0,15.35,5.4
1935,-29.0,-34.0,0.0,1935.0,14.73,4.83
1936,-27.0,-37.0,0.0,1936.0,14.83,4.93
1937,56.0,46.0,0.0,1937.0,15.66,5.71
1938,32.0,17.0,0.0,1938.0,16.3,6.3
1939,56.0,41.0,0.0,1939.0,16.31,6.26
1940,35.0,20.0,0.0,1940.0,16.06,6.01
1941,59.0,49.0,0.0,1941.0,16.37,6.37
1942,43.0,28.0,0.0,1942.0,16.4,6.4
1943,73.0,58.0,0.0,1943.0,17.42,7.42
1944,65.0,50.0,0.0,1944.0,18.46,8.36
1945,-37.0,-42.0,0.0,1945.0,17.72,7.72
1946,36.0,21.0,0.0,1946.0,17.85,7.8
1947,44.0,29.0,0.0,1947.0,17.67,7.62
1948,61.0,51.0,0.0,1948.0,17.97,7.92
1949,-34.0,-44.0,0.0,1949.0,17.23,7.23
1950,-34.0,-44.0,0.0,1950.0,16.56,6.56
1951,-30.0,-40.0,0.0,1951.0,16.53,6.58
1952,74.0,64.0,0.0,1952.0,17.62,7.62
1953,74.0,59.0,0.0,1953.0,18.68,8.68
1954,58.0,48.0,0.0,1954.0,19.11,9.16
1955,-19.0,-29.0,11027.818752799423,1955.0,18.36,8.41
1956,66.0,56.0,0.0,1956.0,18.46,8.51
1957,21.0,11.0,0.0,1957.0,18.49,8.54
1958,41.0,31.0,0.0,1958.0,19.21,9.16
1959,30.0,15.0,0.0,1959.0,19.78,9.58
1960,-30.0,-40.0,27998.76375903684,1960.0,19.09,8.89
1961,-33.0,-38.0,0.0,1961.0,18.27,8.12
1962,29.0,19.0,0.0,1962.0,18.2,8.05
1963,56.0,46.0,0.0,1963.0,19.05,8.85
1964,-31.0,-36.0,0.0,1964.0,18.3,8.15
1965,-37.0,-52.0,0.0,1965.0,18.3,8.05
1966,24.0,4.0,0.0,1966.0,18.11,7.76
1967,25.0,10.0,0.0,1967.0,18.69,8.24
1968,-32.0,-42.0,15702.548147291654,1968.0,18.75,8.25
1969,45.0,35.0,0.0,1969.0,19.55,9.0
1970,-32.0,-42.0,0.0,1970.0,19.6,9.1
1971,43.0,33.0,0.0,1971.0,19.79,9.29
1972,-36.0,-41.0,0.0,1972.0,19.0,8.6
1973,44.0,29.0,9661.162362843777,1973.0,19.24,8.79
1974,25.0,10.0,4565.50191801,1974.0,19.25,8.8
1975,-36.0,-46.0,0.0,1975.0,18.38,7.93
1976,-33.0,-38.0,0.0,1976.0,17.51,7.16
1977,-40.0,-50.0,12058.141461546473,1977.0,16.77,6.42
1978,-37.0,-42.0,0.0,1978.0,16.64,6.34
1979,-41.0,-46.0,0.0,1979.0,15.91,5.66
1980,-35.0,-45.0,0.0,1980.0,15.86,5.61
1981,48.0,38.0,0.0,1981.0,15.91,5.71
1982,-33.0,-43.0,1590.2338953320677,1982.0,15.95,5.75
1983,40.0,25.0,0.0,1983.0,16.72,6.47
1984,-37.0,-47.0,0.0,1984.0,16.7,6.4
1985,-35.0,-40.0,0.0,1985.0,15.65,5.4
1986,-30.0,-35.0,0.0,1986.0,15.59,5.29
1987,55.0,50.0,0.0,1987.0,16.49,6.24
1988,50.0,40.0,0.0,1988.0,17.32,7.12
1989,67.0,52.0,0.0,1989.0,18.16,7.91
1990,-40.0,-50.0,0.0,1990.0,18.15,7.9
1991,51.0,41.0,0.0,1991.0,18.01,7.76
1992,73.0,63.0,0.0,1992.0,19.04,8.79
1993,66.0,56.0,0.0,1993.0,19.24,8.99
1994,44.0,34.0,0.0,1994.0,19.01,8.76
1995,64.0,59.0,0.0,1995.0,19.21,9.06
1996,-30.0,-40.0,0.0,1996.0,18.32,8.17
1997,-84.0,-84.0,0.0,1997.0,16.96,6.96
1998,39.0,34.0,0.0,1998.0,16.64,6.69
1999,-88.0,-93.0,563.762230813727,1999.0,16.16,6.26
2000,-31.0,-41.0,0.0,2000.0,16.23,6.28
2001,51.0,41.0,0.0,2001.0,17.07,7.07
2002,44.0,29.0,0.0,2002.0,17.26,7.16
2003,34.0,24.0,0.0,2003.0,16.89,6.79
2004,18.0,3.0,0.0,2004.0,17.37,7.17
2005,53.0,43.0,0.0,2005.0,17.27,7.07
2006,-85.0,-90.0,0.0,2006.0,15.88,5.73
2007,-28.0,-38.0,0.0,2007.0,15.95,5.75
2008,51.0,41.0,0.0,2008.0,16.84,6.59
2009,68.0,53.0,0.0,2009.0,17.3,7.0
2010,-34.0,-44.0,13937.08744407638,2010.0,16.58,6.28
2011,42.0,32.0,0.0,2011.0,16.41,6.11
2012,-33.0,-43.0,0.0,2012.0,15.53,5.28
2013,-34.0,-39.0,0.0,2013.0,14.79,4.64
2014,-31.0,-36.0,0.0,2014.0,13.64,3.54
2015,57.0,42.0,7452.327341137559,2015.0,14.59,4.39
2016,54.0,44.0,0.0,2016.0,14.54,4.34
2017,52.0,42.0,0.0,2017.0,14.4,4.2
2018,-35.0,-45.0,0.0,2018.0,13.24,3.04
2019,-36.0,-41.0,0.0,2019.0,12.61,2.46
2020,78.0,63.0,0.0,2020.0,12.63,2.43
2021,22.0,7.0,0.0,2021.0,12.37,2.12
2022,66.0,56.0,0.0,2022.0,13.37,3.12
2023,-31.0,-36.0,0.0,2023.0,13.32,3.07
2024,53.0,43.0,0.0,2024.0,13.26,3.01
2025,-39.0,-44.0,0.0,2025.0,12.59,2.44
2026,-34.0,-44.0,0.0,2026.0,11.93,1.78
2027,55.0,50.0,0.0,2027.0,12.13,2.08
2028,23.0,8.0,0.0,2028.0,11.88,1.78
2029,63.0,53.0,0.0,2029.0,12.1,2.0
2030,48.0,38.0,0.0,2030.0,12.21,2.11
2031,47.0,37.0,0.0,2031.0,13.02,2.92
2032,71.0,56.0,0.0,2032.0,13.18,3.03
2033,-19.0,-29.0,4444.200003194504,2033.0,13.16,3.01
2034,50.0,40.0,0.0,2034.0,14.02,3.87
2035,62.0,52.0,0.0,2035.0,14.93,4.73
2036,35.0,20.0,0.0,2036.0,15.55,5.3
2037,-38.0,-48.0,0.0,2037.0,14.61,4.36
2038,47.0,32.0,8584.196928004254,2038.0,14.76,4.51
2039,52.0,37.0,0.0,2039.0,14.72,4.47
2040,38.0,28.0,0.0,2040.0,14.75,4.55
2041,64.0,54.0,0.0,2041.0,14.8,4.6
2042,-37.0,-42.0,0.0,2042.0,14.0,3.9
2043,-34.0,-44.0,0.0,2043.0,12.93,2.88
2044,27.0,22.0,0.0,2044.0,12.55,2.6
2045,-33.0,-38.0,0.0,2045.0,12.59,2.64
2046,56.0,41.0,0.0,2046.0,12.79,2.84
2047,17.0,2.0,0.0,2047.0,12.52,2.57
2048,60.0,45.0,0.0,2048.0,12.51,2.51
2049,-34.0,-44.0,0.0,2049.0,12.51,2.51
2050,-42.0,-42.0,2101.81657819652,2050.0,12.43,2.53
2051,28.0,18.0,0.0,2051.0,13.01,3.11
2052,-39.0,-44.0,0.0,2052.0,11.88,2.03
2053,45.0,35.0,0.0,2053.0,11.59,1.79
2054,35.0,25.0,0.0,2054.0,11.36,1.56
2055,26.0,16.0,0.0,2055.0,11.81,2.01
2056,25.0,10.0,0.0,2056.0,11.4,1.55
2057,-32.0,-42.0,4894.711891517571,2057.0,10.87,1.02
2058,21.0,6.0,0.0,2058.0,10.67,0.77
2059,-35.0,-45.0,25.0,2059.0,10.02,0.17
2060,55.0,45.0,0.0,2060.0,10.87,1.02
2061,28.0,8.0,2353.2201,2061.0,11.48,1.48
2062,50.0,40.0,0.0,2062.0,11.69,1.69
2063,30.0,15.0,0.0,2063.0,11.43,1.38
2064,62.0,52.0,0.0,2064.0,12.36,2.26
2065,30.0,15.0,14032.692911854821,2065.0,13.03,2.93
2066,31.0,16.0,14880.953973885575,2066.0,13.1,3.05
2067,62.0,52.0,0.0,2067.0,13.47,3.47
2068,-35.0,-40.0,0.0,2068.0,13.44,3.49
2069,-38.0,-43.0,0.0,2069.0,12.61,2.71
2070,-32.0,-42.0,0.0,2070.0,12.61,2.71
2071,65.0,55.0,0.0,2071.0,12.83,2.93
2072,-29.0,-39.0,7307.942262843778,2072.0,12.9,2.95
2073,61.0,51.0,0.0,2073.0,13.07,3.17
2074,34.0,24.0,0.0,2074.0,13.16,3.31
2075,-44.0,-54.0,0.0,2075.0,13.08,3.23
2076,29.0,14.0,1481.4000010648344,2076.0,13.7,3.75
2077,-32.0,-42.0,0.0,2077.0,13.78,3.83
2078,35.0,20.0,0.0,2078.0,14.5,4.45
2079,34.0,24.0,0.0,2079.0,15.25,5.15
2080,61.0,51.0,0.0,2080.0,16.21,6.11
2081,-31.0,-41.0,0.0,2081.0,15.42,5.32
2082,44.0,29.0,0.0,2082.0,16.19,6.04
2083,46.0,36.0,0.0,2083.0,16.25,6.15
2084,55.0,40.0,0.0,2084.0,17.17,7.02
2085,-16.0,-26.0,40.31023759330048,2085.0,17.36,7.16
2086,-28.0,-38.0,8.0,2086.0,17.38,7.13
2087,62.0,57.0,0.0,2087.0,17.45,7.2
2088,-36.0,-46.0,9128.781232100846,2088.0,16.59,6.34
2089,-37.0,-47.0,0.0,2089.0,15.55,5.35
2090,52.0,42.0,0.0,2090.0,16.47,6.27
2091,45.0,30.0,0.0,2091.0,16.41,6.16
2092,56.0,46.0,0.0,2092.0,16.24,5.99
2093,31.0,16.0,0.0,2093.0,15.89,5.59
2094,58.0,48.0,0.0,2094.0,16.03,5.73
2095,53.0,38.0,0.0,2095.0,15.92,5.52
2096,19.0,4.0,2077.039698851601,2096.0,16.41,5.96
2097,33.0,18.0,0.0,2097.0,17.58,6.98
2098,48.0,38.0,10068.13241704343,2098.0,17.67,7.02
